"Order ID","Restaurant Name","Location","Order Time","Delivery Time","Delivery Duration (min)","Pizza Size","Pizza Type","Toppings Count","Distance (km)","Traffic Level","Payment Method","Is Peak Hour","Is Weekend","Delivery Efficiency (min/km)","Topping Density","Order Month","Payment Category","Estimated Duration (min)","Delay (min)","Is Delayed","Pizza Complexity","Traffic Impact","Order Hour","Restaurant Avg Time"
"ORD752","Little Caesars","Louisville, KY","2025-11-04 19:15:00","2025-11-04 19:45:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","November","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD753","Marco's Pizza","Milwaukee, WI","2025-11-05 20:30:00","2025-11-05 21:00:00","30","Medium","Thai Chicken","3","4.5","Medium","UPI","1","","6.6666666666667","0.66666666666667","November","Online","10.8","19.2","","6","2","20","30.286458333333"
"ORD754","Papa John's","Omaha, NE","2025-11-06 18:45:00","2025-11-06 19:15:00","30","Medium","BBQ Chicken","3","5","Medium","UPI","1","","6","0.6","November","Online","12","18","","6","2","18","28.186274509804"
"ORD755","Little Caesars","Louisville, KY","2025-11-07 19:00:00","2025-11-07 19:30:00","30","XL","Cheese Burst","5","6","High","Card","1","","5","0.83333333333333","November","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD756","Marco's Pizza","Milwaukee, WI","2025-11-08 20:15:00","2025-11-08 20:45:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","1","6.6666666666667","0.66666666666667","November","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD757","Domino's","Albuquerque, NM","2025-11-09 19:30:00","2025-11-09 20:00:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","1","5.4545454545455","0.72727272727273","November","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD758","Pizza Hut","Atlanta, GA","2025-11-10 20:45:00","2025-11-10 21:15:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","November","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD759","Papa John's","Omaha, NE","2025-11-11 18:00:00","2025-11-11 18:30:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","November","Online","12","18","","6","2","18","28.186274509804"
"ORD760","Little Caesars","Louisville, KY","2025-11-12 19:15:00","2025-11-12 19:45:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","November","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD761","Marco's Pizza","Milwaukee, WI","2025-11-13 20:30:00","2025-11-13 21:00:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","November","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD762","Domino's","Albuquerque, NM","2025-11-14 19:00:00","2025-11-14 19:30:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","November","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD763","Pizza Hut","Atlanta, GA","2025-11-15 20:15:00","2025-11-15 20:45:00","30","Medium","Veg","2","4","Low","Wallet","1","1","7.5","0.5","November","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD764","Papa John's","Omaha, NE","2025-11-16 18:30:00","2025-11-16 19:00:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","1","6","0.6","November","Online","12","18","","6","2","18","28.186274509804"
"ORD765","Little Caesars","Louisville, KY","2025-11-17 19:45:00","2025-11-17 20:15:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","November","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD766","Marco's Pizza","Milwaukee, WI","2025-11-18 20:00:00","2025-11-18 20:30:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","November","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD767","Domino's","Albuquerque, NM","2025-11-19 19:15:00","2025-11-19 19:45:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","November","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD768","Pizza Hut","Atlanta, GA","2025-11-20 20:30:00","2025-11-20 21:00:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","November","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD769","Papa John's","Omaha, NE","2025-11-21 18:45:00","2025-11-21 19:15:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","November","Online","12","18","","6","2","18","28.186274509804"
"ORD770","Little Caesars","Louisville, KY","2025-11-22 19:00:00","2025-11-22 19:30:00","30","XL","Cheese Burst","5","6","High","UPI","1","1","5","0.83333333333333","November","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD771","Marco's Pizza","Milwaukee, WI","2025-11-23 20:15:00","2025-11-23 20:45:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","1","6.6666666666667","0.66666666666667","November","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD772","Domino's","Albuquerque, NM","2025-11-24 19:30:00","2025-11-24 20:00:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","November","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD773","Pizza Hut","Atlanta, GA","2025-11-25 20:45:00","2025-11-25 21:15:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","November","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD774","Papa John's","Omaha, NE","2025-11-26 18:00:00","2025-11-26 18:30:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","November","Online","12","18","","6","2","18","28.186274509804"
"ORD775","Little Caesars","Louisville, KY","2025-11-27 19:15:00","2025-11-27 19:45:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","November","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD776","Marco's Pizza","Milwaukee, WI","2025-11-28 20:30:00","2025-11-28 21:00:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","November","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD777","Domino's","Albuquerque, NM","2025-11-29 19:00:00","2025-11-29 19:30:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","1","5.4545454545455","0.72727272727273","November","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD778","Pizza Hut","Atlanta, GA","2025-11-30 20:15:00","2025-11-30 20:45:00","30","Medium","Veg","2","4","Low","Wallet","1","1","7.5","0.5","November","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD779","Papa John's","Omaha, NE","2025-12-01 18:30:00","2025-12-01 19:00:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","December","Online","12","18","","6","2","18","28.186274509804"
"ORD780","Little Caesars","Louisville, KY","2025-12-02 19:45:00","2025-12-02 20:15:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","December","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD781","Marco's Pizza","Milwaukee, WI","2025-12-03 20:00:00","2025-12-03 20:30:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","December","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD782","Papa John's","Omaha, NE","2025-12-04 18:15:00","2025-12-04 18:45:00","30","Medium","BBQ Chicken","3","5","Medium","UPI","1","","6","0.6","December","Online","12","18","","6","2","18","28.186274509804"
"ORD783","Little Caesars","Louisville, KY","2025-12-05 19:30:00","2025-12-05 20:00:00","30","XL","Cheese Burst","5","6","High","Card","1","","5","0.83333333333333","December","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD784","Marco's Pizza","Milwaukee, WI","2025-12-06 20:45:00","2025-12-06 21:15:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","1","6.6666666666667","0.66666666666667","December","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD785","Domino's","Albuquerque, NM","2025-12-07 19:00:00","2025-12-07 19:30:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","1","5.4545454545455","0.72727272727273","December","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD786","Pizza Hut","Atlanta, GA","2025-12-08 20:15:00","2025-12-08 20:45:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","December","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD787","Papa John's","Omaha, NE","2025-12-09 18:30:00","2025-12-09 19:00:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","December","Online","12","18","","6","2","18","28.186274509804"
"ORD788","Little Caesars","Louisville, KY","2025-12-10 19:45:00","2025-12-10 20:15:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","December","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD789","Marco's Pizza","Milwaukee, WI","2025-12-11 20:00:00","2025-12-11 20:30:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","December","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD790","Domino's","Albuquerque, NM","2025-12-12 19:15:00","2025-12-12 19:45:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","December","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD791","Pizza Hut","Atlanta, GA","2025-12-13 20:30:00","2025-12-13 21:00:00","30","Medium","Veg","2","4","Low","Wallet","1","1","7.5","0.5","December","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD792","Papa John's","Omaha, NE","2025-12-14 18:45:00","2025-12-14 19:15:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","1","6","0.6","December","Online","12","18","","6","2","18","28.186274509804"
"ORD793","Little Caesars","Louisville, KY","2025-12-15 19:00:00","2025-12-15 19:30:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","December","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD794","Marco's Pizza","Milwaukee, WI","2025-12-16 20:15:00","2025-12-16 20:45:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","December","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD795","Domino's","Albuquerque, NM","2025-12-17 19:30:00","2025-12-17 20:00:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","December","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD796","Pizza Hut","Atlanta, GA","2025-12-18 20:45:00","2025-12-18 21:15:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","December","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD797","Papa John's","Omaha, NE","2025-12-19 18:00:00","2025-12-19 18:30:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","December","Online","12","18","","6","2","18","28.186274509804"
"ORD798","Little Caesars","Louisville, KY","2025-12-20 19:15:00","2025-12-20 19:45:00","30","XL","Cheese Burst","5","6","High","UPI","1","1","5","0.83333333333333","December","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD799","Marco's Pizza","Milwaukee, WI","2025-12-21 20:30:00","2025-12-21 21:00:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","1","6.6666666666667","0.66666666666667","December","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD800","Domino's","Albuquerque, NM","2025-12-22 19:00:00","2025-12-22 19:30:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","December","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD801","Pizza Hut","Atlanta, GA","2025-12-23 20:15:00","2025-12-23 20:45:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","December","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD802","Papa John's","Omaha, NE","2025-12-24 18:30:00","2025-12-24 19:00:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","December","Online","12","18","","6","2","18","28.186274509804"
"ORD803","Little Caesars","Louisville, KY","2025-12-25 19:45:00","2025-12-25 20:15:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","December","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD804","Marco's Pizza","Milwaukee, WI","2025-12-26 20:00:00","2025-12-26 20:30:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","December","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD805","Domino's","Albuquerque, NM","2025-12-27 19:15:00","2025-12-27 19:45:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","1","5.4545454545455","0.72727272727273","December","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD806","Pizza Hut","Atlanta, GA","2025-12-28 20:30:00","2025-12-28 21:00:00","30","Medium","Veg","2","4","Low","Wallet","1","1","7.5","0.5","December","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD807","Papa John's","Omaha, NE","2025-12-29 18:45:00","2025-12-29 19:15:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","December","Online","12","18","","6","2","18","28.186274509804"
"ORD808","Little Caesars","Louisville, KY","2025-12-30 19:00:00","2025-12-30 19:30:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","December","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD809","Marco's Pizza","Milwaukee, WI","2025-12-31 20:15:00","2025-12-31 20:45:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","December","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD810","Papa John's","Omaha, NE","2025-12-24 18:30:00","2025-12-24 19:00:00","30","Medium","BBQ Chicken","3","5","Medium","UPI","1","","6","0.6","December","Online","12","18","","6","2","18","28.186274509804"
"ORD811","Little Caesars","Louisville, KY","2025-12-25 19:45:00","2025-12-25 20:15:00","30","XL","Cheese Burst","5","6","High","Card","1","","5","0.83333333333333","December","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD812","Marco's Pizza","Milwaukee, WI","2025-12-26 20:00:00","2025-12-26 20:30:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","December","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD813","Domino's","Albuquerque, NM","2025-12-27 19:15:00","2025-12-27 19:45:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","1","5.4545454545455","0.72727272727273","December","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD814","Pizza Hut","Atlanta, GA","2025-12-28 20:30:00","2025-12-28 21:00:00","30","Medium","Veg","2","4","Low","Wallet","1","1","7.5","0.5","December","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD815","Papa John's","Omaha, NE","2025-12-29 18:45:00","2025-12-29 19:15:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","December","Online","12","18","","6","2","18","28.186274509804"
"ORD816","Little Caesars","Louisville, KY","2025-12-30 19:00:00","2025-12-30 19:30:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","December","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD817","Marco's Pizza","Milwaukee, WI","2025-12-31 20:15:00","2025-12-31 20:45:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","December","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD818","Domino's","Albuquerque, NM","2026-01-01 19:30:00","2026-01-01 20:00:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","January","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD819","Pizza Hut","Atlanta, GA","2026-01-02 20:45:00","2026-01-02 21:15:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","January","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD820","Papa John's","Omaha, NE","2026-01-03 18:00:00","2026-01-03 18:30:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","1","6","0.6","January","Online","12","18","","6","2","18","28.186274509804"
"ORD821","Little Caesars","Louisville, KY","2026-01-04 19:15:00","2026-01-04 19:45:00","30","XL","Cheese Burst","5","6","High","UPI","1","1","5","0.83333333333333","January","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD822","Marco's Pizza","Milwaukee, WI","2026-01-05 20:30:00","2026-01-05 21:00:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","January","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD823","Domino's","Albuquerque, NM","2026-01-06 19:00:00","2026-01-06 19:30:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","January","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD824","Pizza Hut","Atlanta, GA","2026-01-07 20:15:00","2026-01-07 20:45:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","January","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD825","Papa John's","Omaha, NE","2026-01-08 18:30:00","2026-01-08 19:00:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","January","Online","12","18","","6","2","18","28.186274509804"
"ORD826","Little Caesars","Louisville, KY","2026-01-09 19:45:00","2026-01-09 20:15:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","January","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD827","Marco's Pizza","Milwaukee, WI","2026-01-10 20:00:00","2026-01-10 20:30:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","1","6.6666666666667","0.66666666666667","January","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD828","Domino's","Albuquerque, NM","2026-01-11 19:15:00","2026-01-11 19:45:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","1","5.4545454545455","0.72727272727273","January","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD829","Pizza Hut","Atlanta, GA","2026-01-12 20:30:00","2026-01-12 21:00:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","January","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD830","Papa John's","Omaha, NE","2026-01-13 18:45:00","2026-01-13 19:15:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","January","Online","12","18","","6","2","18","28.186274509804"
"ORD831","Little Caesars","Louisville, KY","2026-01-14 19:00:00","2026-01-14 19:30:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","January","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD832","Marco's Pizza","Milwaukee, WI","2026-01-15 20:15:00","2026-01-15 20:45:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","January","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD833","Domino's","Albuquerque, NM","2026-01-16 19:30:00","2026-01-16 20:00:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","January","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD834","Pizza Hut","Atlanta, GA","2026-01-17 20:45:00","2026-01-17 21:15:00","30","Medium","Veg","2","4","Low","Wallet","1","1","7.5","0.5","January","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD835","Papa John's","Omaha, NE","2026-01-18 18:00:00","2026-01-18 18:30:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","1","6","0.6","January","Online","12","18","","6","2","18","28.186274509804"
"ORD836","Little Caesars","Louisville, KY","2026-01-19 19:15:00","2026-01-19 19:45:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","January","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD837","Marco's Pizza","Milwaukee, WI","2026-01-20 20:30:00","2026-01-20 21:00:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","January","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD838","Papa John's","Omaha, NE","2026-01-21 18:00:00","2026-01-21 18:30:00","30","Medium","BBQ Chicken","3","5","Medium","UPI","1","","6","0.6","January","Online","12","18","","6","2","18","28.186274509804"
"ORD839","Little Caesars","Louisville, KY","2026-01-22 19:15:00","2026-01-22 19:45:00","30","XL","Cheese Burst","5","6","High","Card","1","","5","0.83333333333333","January","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD840","Marco's Pizza","Milwaukee, WI","2026-01-23 20:30:00","2026-01-23 21:00:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","January","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD841","Domino's","Albuquerque, NM","2026-01-24 19:00:00","2026-01-24 19:30:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","1","5.4545454545455","0.72727272727273","January","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD842","Pizza Hut","Atlanta, GA","2026-01-25 20:15:00","2026-01-25 20:45:00","30","Medium","Veg","2","4","Low","Wallet","1","1","7.5","0.5","January","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD843","Papa John's","Omaha, NE","2026-01-26 18:30:00","2026-01-26 19:00:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","January","Online","12","18","","6","2","18","28.186274509804"
"ORD844","Little Caesars","Louisville, KY","2026-01-27 19:45:00","2026-01-27 20:15:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","January","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD845","Marco's Pizza","Milwaukee, WI","2026-01-28 20:00:00","2026-01-28 20:30:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","January","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD846","Domino's","Albuquerque, NM","2026-01-29 19:15:00","2026-01-29 19:45:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","January","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD847","Pizza Hut","Atlanta, GA","2026-01-30 20:30:00","2026-01-30 21:00:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","January","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD848","Papa John's","Omaha, NE","2026-01-31 18:45:00","2026-01-31 19:15:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","1","6","0.6","January","Online","12","18","","6","2","18","28.186274509804"
"ORD849","Little Caesars","Louisville, KY","2026-02-01 19:00:00","2026-02-01 19:30:00","30","XL","Cheese Burst","5","6","High","UPI","1","1","5","0.83333333333333","February","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD850","Marco's Pizza","Milwaukee, WI","2026-02-02 20:15:00","2026-02-02 20:45:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","February","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD851","Domino's","Albuquerque, NM","2026-02-03 19:30:00","2026-02-03 20:00:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","February","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD852","Pizza Hut","Atlanta, GA","2026-02-04 20:45:00","2026-02-04 21:15:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","February","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD853","Papa John's","Omaha, NE","2026-02-05 18:00:00","2026-02-05 18:30:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","February","Online","12","18","","6","2","18","28.186274509804"
"ORD854","Little Caesars","Louisville, KY","2026-02-06 19:15:00","2026-02-06 19:45:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","February","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD855","Marco's Pizza","Milwaukee, WI","2026-02-07 20:30:00","2026-02-07 21:00:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","1","6.6666666666667","0.66666666666667","February","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD856","Domino's","Albuquerque, NM","2026-02-08 19:00:00","2026-02-08 19:30:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","1","5.4545454545455","0.72727272727273","February","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD857","Pizza Hut","Atlanta, GA","2026-02-09 20:15:00","2026-02-09 20:45:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","February","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD858","Papa John's","Omaha, NE","2026-02-10 18:30:00","2026-02-10 19:00:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","February","Online","12","18","","6","2","18","28.186274509804"
"ORD859","Little Caesars","Louisville, KY","2026-02-11 19:45:00","2026-02-11 20:15:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","February","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD860","Marco's Pizza","Milwaukee, WI","2026-02-12 20:00:00","2026-02-12 20:30:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","February","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD861","Domino's","Albuquerque, NM","2026-02-13 19:15:00","2026-02-13 19:45:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","February","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD862","Pizza Hut","Atlanta, GA","2026-02-14 20:30:00","2026-02-14 21:00:00","30","Medium","Veg","2","4","Low","Wallet","1","1","7.5","0.5","February","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD863","Papa John's","Omaha, NE","2026-02-15 18:45:00","2026-02-15 19:15:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","1","6","0.6","February","Online","12","18","","6","2","18","28.186274509804"
"ORD864","Little Caesars","Louisville, KY","2026-02-16 19:00:00","2026-02-16 19:30:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","February","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD865","Marco's Pizza","Milwaukee, WI","2026-02-17 20:15:00","2026-02-17 20:45:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","February","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD866","Papa John's","Omaha, NE","2026-02-18 18:30:00","2026-02-18 19:00:00","30","Medium","BBQ Chicken","3","5","Medium","UPI","1","","6","0.6","February","Online","12","18","","6","2","18","28.186274509804"
"ORD867","Little Caesars","Louisville, KY","2026-02-19 19:45:00","2026-02-19 20:15:00","30","XL","Cheese Burst","5","6","High","Card","1","","5","0.83333333333333","February","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD868","Marco's Pizza","Milwaukee, WI","2026-02-20 20:00:00","2026-02-20 20:30:00","30","Medium","Margarita","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","February","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD869","Domino's","Albuquerque, NM","2026-02-21 19:15:00","2026-02-21 19:45:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","1","5.4545454545455","0.72727272727273","February","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD870","Pizza Hut","Atlanta, GA","2026-02-22 20:30:00","2026-02-22 21:00:00","30","Medium","Veg","2","4","Low","Wallet","1","1","7.5","0.5","February","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD871","Papa John's","Omaha, NE","2026-02-23 18:00:00","2026-02-23 18:30:00","30","Medium","BBQ Chicken","3","5","Medium","Card","1","","6","0.6","February","Online","12","18","","6","2","18","28.186274509804"
"ORD872","Little Caesars","Louisville, KY","2026-02-24 19:15:00","2026-02-24 19:45:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","February","Online","14.4","15.6","","20","3","19","28.844221105528"
